label,text,text1
72,shoutout lmao kim kardashian real live slut,"Shoutout to Kim Kardashian, real live slut â€?lmao."
55,told thin ready burn fat,Told: thin and ready to burn fat.
55,told trim fat ready check burn fat,"Told to trim fat, check readiness to burn fat."
78,nominate shorty award food love food ve eating mcds year yea,Nominate for the Shorty Award in food love food ve eating mcds year yea
17,white stripe breakup ain,A white stripe breakup in 'ain'
60,mike iaconelli bass fishing ike hook big bass difficult situation video ratin,mike iaconelli bass fishing video featuring ike hook in difficult situation for big bass ratin
60,cabo san lucas cabo san lucas fishing report january early don plan making dinner,An early January fishing report for Cabo San Lucas: Don plans to make dinner.
36,briton dead moscow blast british citizen people killed bomb attack moscow,"A British citizen died in a bomb attack in Moscow, where multiple individuals were killed."
90,standing bully employee leading example excellent article,The employee serves as a leading example of an excellent article on standing against bullying.
62,excess best omg starbucks huge trenta sized drink hold entire bottle wine,An excessive best omg Starbucks huge trenta-sized drink that holds an entire bottle of wine.
79,watching yemen,Monitoring Yemen
21,court put emanuel chicago mayor race,The court was involved in the Chicago mayoral race featuring Emanuel.
14,rite movie clip,a rite movie clip
41,copy obama birth certificate bill pass xmnr tcot gop,"A bill for copying Obama's birth certificate was passed by xmnr, tcot, and gop."
62,american wine glass hairpin starbucks trenta cup hold entire bottle wine,a starbucks trenta cup designed to hold an entire bottle of wine alongside an american wine glass and a hairpin
95,facebook privacy setting user,A user of Facebook's privacy settings
19,liberty group back cuomo budget suffolk county project fiscal reform chance tcot nygop,"The Liberty Group supports Governor Cuomo's budget proposal for a fiscal reform initiative in Suffolk County, offering an opportunity through TCOT and NYGOP."
19,state budget school risk toddler yonkers longer attend pre school,"Schools in Yonkers face a risk from the state budget, making toddlers unable to attend pre school for longer."
21,countdown rahmageddon,Rahmageddon countdown
29,global warming update bizarre weather destroyed crop whale,An update on global warming reveals that bizarre weather has destroyed a crop and a whale.
14,rite movie review horror movie claiming inspired true event including amityville horror,"A rite movie review of a horror film claiming to be inspired by a true event, including the amityville horror."
22,nytimes federal judge rule health law violates news breakingnews,nytimes reports federal judge rules health law violates breaking news
108,colorado nation scammed state identity theft protection expert warn informatio,colorado nation scammed state identity theft protection expert warns informatio
84,sideline test detect concussion minute foxnews,A sideline test can detect a concussion within a minute according to foxnews.
88,king speech win best film gong king speech win best film accolade producer guild ameri,king speech secured best film gong and also received best film accolade from producer guild ameri
96,kate bosworth happy sundance day,kate bosworth celebrates a happy sundance day
16,donald rumsfeld reflects writing memoir rumsfeld began thinking book unknown,donald rumsfeld considers writing a memoir as he began thinking about the book unknown
87,chicken vegetable herb brown rice,"Brown rice with chicken, vegetables, and herbs"
87,special chicken stew recipe chicken recipe stew recipe jamie oliver recipe love oliver bright star,A special chicken stew recipe including a chicken recipe and a stew recipe by jamie oliver along with love oliver bright star
75,heard christina aguilera flubbed superbowl national anthem night,Christina Aguilera was heard to flub the Super Bowl national anthem during the night.
99,superbowl audi commercial,superbowl audi ad
60,hatteras jack fishing report rodanthe monday january nailed striper,a hatteras jack fishing report indicates a nailed striper in rodanthe on monday january
74,credit card debt consolidation debt settlement option credit card debt consolidation debt sett,A credit card debt consolidation and debt settlement option exists.
55,thin link burn fat,Use the thin link to burn fat
99,volkswagen present best super bowl commercial going second version brill,Volkswagen's second version of the best Super Bowl commercial is brilliant.
21,great breaking rahm emanuel ballot supreme court rule,Great breaking regarding Rahm Emanuel's ballot and the Supreme Court rule.
36,hindu killed suicide bomber strike moscow airport,a hindu killed a suicide bomber during a strike at moscow airport
107,indian navy seizes pirate indian ocean mothership don care tnfisherman,the indian navy seizes a pirate mothership in the indian ocean including don care tnfisherman
20,knew soy taco law firm sue taco bell claim beef label misleading,"The law firm knew of a soy taco and sued Taco Bell, claiming the beef label was misleading."
19,gov andrew cuomo drop budget axe,Governor Andrew Cuomo removes the budget axe
96,best photo day sundance swag edition eminem chuck dueces best pic,"A top image from the Sundance swag edition day featuring Eminem, Chuck, and Dueces."
55,amazon acai berry weight loss expectation acai berry amazon named super fruit cl,Amazon's acai berry product is named 'super fruit cl' and is linked to weight loss expectations.
25,post tsa unveils generic body scan usa today big si fascism tsa,"A post detailing the TSA's unveiling of a generic body scan is featured in USA Today, alongside references to Big Si and Fascism."
75,christina aguilera wrong lyric usa national anthem superbowl,Christina Aguilera performed the USA National Anthem at the Superbowl with an incorrect lyric.
22,judge rule health law law mandatory insurance hcr ppaca aca,"Court rulings on healthcare law and mandatory insurance under HCR, PPACA, and ACA."
26,employment gaining speed jobless rate washington reuters employment shifted higher,"Employment growth accelerated, with the jobless rate in Washington reported by Reuters as employment levels rose."
88,king speech boardwalk empire score sag award big weekend king spe,king speech boardwalk empire score sag award big weekend king spe
44,time journalist obama press secretary news,A Time journalist covers news regarding Obama's press secretary.
104,hey dont text drive sake ur life sake love yall,Hey don't text while driving for your life's sake and for the love of you all.
97,financial aid pry money cold stingy finger financial aid office appeal fafsa finan,financial aid processes involve pry money cold stingy finger financial aid office appeal fafsa finan
37,brain fluid buildup delay giffords rehab rep gabrielle giffords transferred houston brain,"Gabrielle Giffords, a representative, faced a rehabilitation delay linked to brain fluid accumulation and was moved to Houston's brain."
21,il supreme court imposed stay political execution rahm emanuel ballot,il supreme court issued a stay on the political execution of rahm emanuel's ballot
21,rahm stay chi mayoral ballot dbl standard city residency rule public worker nytimes,"Rahm Emanuel remains in the Chicago mayoral race amid allegations of a double standard in the city's residency requirements for public employees, according to The New York Times."
20,well lunch lawsuit taco bell claim meat mixture beef,A lawsuit regarding Taco Bell's assertion that the meat mixture contains beef.
64,red light camera save life budget star ledger editorial board star ledger file photored ligh,"The Star Ledger editorial board addresses the budget for red light cameras aimed at saving lives, as noted in their file and photo of a red light."
87,recipe roast chicken warm lemon herb potato salad recipe day,A recipe for roast chicken with a warm lemon herb potato salad for the day.
92,winning large stock market winning large stock market individual trading stock,winning large stock market individual trading stock
60,fishing exclusive popular sporting wft newssimple sharp sp,"Fishing is an exclusive and popular sporting activity featuring wft, newssimple, sharp, and sp."
96,penn badgley snowboarding sundance penn badgley snowboard burton snowboard park city mountai,penn badgley engages in snowboarding at sundance; penn badgley uses a burton snowboard at park city mountai
60,blog post tunkwa leighton lake ice fishing report,A blog post detailing ice fishing conditions at Tunkwa Leighton Lake.
88,yesterday brilliant deserves oscar gold hooper top dga prize king speech abc,"Yesterday, Hooper's brilliant work deserves Oscar gold, with the top DGA prize for his king speech on ABC."
13,breaking news oprah winfrey reveals secret sister filed oprah winfrey,breaking news reveals secret sister of oprah winfrey filed oprah winfrey
87,twitter tweet perennial plant january bloomnflower recipe recipe,A Twitter post mentions a perennial plant's January bloomnflower along with a recipe.
110,suu kyi party urge west maintain myanmar sanction reuters reuters party myanmar pro,"The suu kyi party urges western nations to maintain myanmar sanctions, according to reuters; reuters reports that the party in myanmar is pro."
99,youtube video chevrolet camaro superbowl commercial al chevrolet hd,A YouTube video featuring a Chevrolet Camaro Superbowl commercial by Al Chevrolet HD.
36,bbc news domodedovo airport blast rock moscow main airport breakingnews moscow,"bbc news reports on a blast at domodedovo airport, moscow's main airport, with breaking news updates from moscow and references to rock."
74,swift debt relief valuable tip debt consolidation consider,A valuable tip for debt consolidation is to consider swift debt relief.
99,watched pugattack hilarious superbowl commercial check vote attack,Watched a hilarious Super Bowl commercial featuring a pugattack and check the vote for the attack.
99,doritos son funny as superbowl commercial wack,doritos are as funny as a wacky superbowl commercial
66,egypt crack foreign journalist guardian jan,"In Egypt, a crack involving a foreign journalist from The Guardian occurred in January."
99,youtube mercedes benz super bowl commercial,Mercedes Benz Super Bowl commercial on YouTube
95,facebook privacy setting user,User of Facebook's privacy settings
60,bigger boat albert pujols biggest fish catch cardinal chum reel,Albert Pujols' largest fish catch with a larger boat and cardinal chum reel
62,starbucks trenta hold entire bottle wine,starbucks trenta holds an entire bottle of wine
60,interesting deep sea fishing knowing tide outdoors,"An interesting deep sea fishing activity in an outdoor setting, requiring knowledge of tides."
79,yemen call emergency meeting ahead protest yemen president ali abdullah saleh called emergen,yemen's president ali abdullah saleh called for an emergen meeting ahead of protests in yemen
55,acai berry product real wait loss brand question fezangee acai berry pro,Acai berry product real wait loss brand question fezangee acai berry pro
96,tmz sez james franco sundance drag filed james franco hitechcj,tmz says james franco sundance drag filed james franco hitechcj
45,obama campaign playbook promote agenda social medium,The Obama campaign's strategy guide aims to advance its platform through social media.
99,best commercial hold closer tiny dancer budlight superbowl,Top commercial features 'Tiny Dancer' by Budlight during Super Bowl
97,john orr award university edinburgh uk beasiswa scholarship,The John Orr Award at the University of Edinburgh in the UK provides a beasiswa scholarship.
72,ohhh kardashians will fav stupid,"Ohhh, the Kardashians will like something stupid."
88,oscar king speech true grit lead nomination examiner,A lead nomination for Oscar King's speech in True Grit was covered by The Examiner.
22,health care law obama administration vowing move full speed ahead implementa,The Obama administration is vowing to proceed at full speed toward implementing the health care law.
108,protect laptop theft,Prevent laptop theft
22,judge ruling health reform law radical judicial activism amok overturned medi,A judge's ruling on health reform law was deemed radical judicial activism amok and was overturned medi
88,oscar nomination king speech earns nod true grit,king's speech earns oscar nomination for true grit
99,happy friday volkswagen super bowl ad ur fav superbowl ad time,"It's Friday, Volkswagen's Super Bowl ad is your favorite Super Bowl ad time."
88,screen actor guild award nomination full list peer review academy award ch,"Full list of Screen Actor Guild Award nominations, peer review, and Academy Award ch."
99,watch sony ericsson superbowl commercial youtube ad blitz channel,Watch the Sony Ericsson Super Bowl commercial on YouTube's ad blitz channel.
85,catch best buy buyback extended cut full info,Catch the best buyback deals with extended cuts and full information.
88,king rsquo speech oscar nod daily beast,King's speech receives an Oscar nod from Daily Beast.
99,imported detroit best commercial superbowl chrysler,Imported Detroit's best Super Bowl commercial featuring Chrysler.
97,crowley expands scholarship program nicaragua exemplary student awarded scholarship,"Crowley expands its scholarship program in Nicaragua, where an exemplary student is awarded a scholarship."
87,super bowl recipe gumbo fried chicken grilled salmon ciabatta patch top notch recipe,"A top-notch recipe for the super bowl includes gumbo, fried chicken, grilled salmon, ciabatta, and a patch."
72,keeping wit kardashians mystery hollywood dead,keeping with the kardashians' mystery hollywood dead
21,reading court rahm emanuel eligible chicago mayor nytimes illinois supreme court,The Reading Court and Illinois Supreme Court addressed Rahm Emanuel's eligibility for the Chicago mayoral position as reported by The New York Times.
36,explosion rock domodedovo moscow busiest airport injured,"An explosion involving a rock at Domodedovo Airport in Moscow, the busiest airport, injured individuals."
95,tech hack facebook unlocks security facebook adding security feature pair,A tech hack allows Facebook to unlock security by adding a security feature pair.
104,don text drive remember,Remember to don't text while driving.
89,recognized supreme court harmful organic sector organic,The Supreme Court recognized the harmful organic sector and its organic nature.
60,tackle buy fishing fishing,Buy tackle for fishing and fishing.
77,caught criminal mind finally work castle watch time watch ncis true love,"Finally caught, criminal mind worked castle watch time watch NCIS true love"
68,sky news charlie sheen enters rehab hospital well,Sky News reports that Charlie Sheen enters a rehab hospital well
60,fly fishing largemouth bass tip manual fly fishing largemouth bass tip lisa gove break st,"A fly fishing tip manual for largemouth bass by lisa gove, including break st."
19,cuomo cut spending budget plan,cuomo reduced spending in the budget plan
65,lady army health initiative model fitness nutrition usa today,usa today reports on the army's lady health initiative model emphasizing fitness and nutrition
66,reporter egypt broad assault,A journalist from Egypt documented a wide-ranging attack.
21,supreme court put rahm emanuel ballot,supreme court placed rahm emanuel on the ballot
84,multiple concussion raise teen athlete health risk medline,Multiple concussions pose a health risk to teenage athletes.
106,apple disclose succession plan ceo steve job influential proxy advisory firm i report,Apple discloses its succession plan for CEO Steve Jobs as reported by an influential proxy advisory firm.
21,countdown rahmageddon illinois supreme court voted unanimously rahm emanuel,Countdown to Rahmageddon: Illinois Supreme Court unanimously voted on Rahm Emanuel.
64,deadly red light camera return va,Deadly red light camera returns to VA
100,read open letter michael steele chairman republican national committee rnc tcot,"Read the open letter from Michael Steele, chairman of the republican national committee (rnc), tcot."
99,cutest superbowl commercial darth vader,most adorable super bowl commercial featuring darth vader
62,wine problem solved starbucks trenta cup hold entire bottle wine,"Starbucks Trenta cup holds an entire bottle of wine, solving the wine problem."
30,keith olbermann join current tv report,keith olbermann joins current tv report
60,st augustine travel guide florida fishing licence online travel florida usa tour tourism news vacation tip,"A comprehensive guide to St Augustine travel features Florida fishing licence requirements, online travel resources for Florida USA, tour recommendations, tourism news updates, and vacation tips."
107,somali pirate killed south korea rescue freighter crew south korean commando secure boat,a somali pirate killed south korean crew on a rescue freighter and a south korean commando secured the boat
71,open golf djokovic murray australian open title cbc,"The Australian Open golf title was claimed by Djokovic and Murray, as reported by CBC."
108,data privacy day roundup add ons tool tip protect online,A data privacy day roundup featuring online protection tools and additional tips.
84,usa hockey considering proposal increase safety,usa hockey is considering a proposal to enhance safety
10,looter smashed egypt national museum damaged priceless artifact picture,"A looter shattered the Egypt National Museum, damaging a priceless artifact's picture."
55,acai berry chocolate tasting weight loss diet plan adi news scientifically prov,Acai berry chocolate tasting for weight loss diet plan ADI news scientifically prov
60,reel report bass bite best thing going absence fishing graphic today good,"Today's reel report shows a bass bite as the best thing happening in the absence of fishing, with a good graphic."
57,foot snow hour chicago latest blizzard warning don travel stay indoors chicago breaking news,Foot snow hour in Chicago: latest blizzard warning advises against travel and recommends staying indoors; Chicago breaking news.
88,harry potter ftw complete list annual academy award nomination oscar,harry potter ftw comprehensive annual compilation of academy award nominations and oscar entries
60,steven wright year fishing salvador dali dotted caught fish,Steven Wright's year of fishing included Salvador DalÃ­ dotted with caught fish.
99,motorola xoom superbowl ad reference,reference to the motorola xoom superbowl advertisement
99,doritos creep best commercial superbowl,doritos' creep commercial is regarded as the top super bowl ad
44,meet jay carney guy white house press secretary,"meet jay carney, the white house press secretary and guy"
99,popular superbowl commercial superbowl view feb fb share tweet,A popular superbowl commercial featured superbowl views in feb with fb shares and tweets.
82,georgia hb immigration reform bill creates staggering cost taxpayer tweak existing law,georgia hb immigration reform bill imposes significant financial burden on taxpayers through modifications to current legislation
60,channel cat north american fly fishing forum dual purpose thread figure post,"A North American fly fishing forum features a dual-purpose thread discussing channel cat fishing, including an illustrated post."
106,global cio apple face mounting pressure steve job succession plan,apple's global cio faces mounting pressure regarding steve job's succession plan
60,catch fish banjo minnow,Catch fish using a banjo minnow
14,chat director star rite anthony hopkins english grandfather,"Anthony Hopkins, an English grandfather, stars in 'Rite' and directs 'Chat'."
19,spending budget gov cuomo unveils today will include substantial cut hundred,"Today, Governor Cuomo unveils the spending budget, which will include a substantial cut of hundreds."
108,identity theft cost infographic,An infographic detailing identity theft costs.
104,texting driving don mom,Don's mom is texting while driving.
75,christina aguilera mess star spangled banner super bowl dumb bitch,christina aguilera messed up the star spangled banner during the super bowl and called herself a dumb bitch
110,pressure grows myanmar sanction afp,"Pressure mounts on Myanmar amid sanctions, AFP reports."
99,watch bud light superbowl commercial youtube ad blitz channel,View the Bud Light Superbowl commercial advertisement on YouTube's ad blitz channel.
71,murray play final pressure,murray faces pressure during the final match
55,acai berry juice drinking weight loss juice will help,drinking acai berry juice for weight loss can assist
104,nightt twitterlandd remember text wait shawty lt,nightt twitterlandd remember text wait shawty <
60,good fishing tip finding fish,A helpful fishing strategy involves locating fish.
92,stock climb merger deal stock boost onslaught corporate merger market open monday,"A corporate merger deal led to a stock climb and boost, causing an onslaught in the market open on Monday."
66,guardian journalist arrested beaten alongside protester egypt secretly record ordeal,"A journalist from The Guardian was arrested and beaten while standing with a protester in Egypt, secretly documenting the incident."
10,cairo building adjacent egypt national museum priceless collection pheoronic art entirely fire,A building in Cairo adjacent to the Egypt National Museum contains a priceless collection of Phoenician art entirely in fire.
37,giffords surprising doctor hospital icu exercise wounded rep gabrielle giffords,a wounded representative named gabrielle giffords had her surprising doctor visit her at the hospital's icu during an exercise session
104,bringing tear message heart don text drive,"Don't text drive, bringing a tear message to the heart."
87,shredded bbq chicken slider creamy cole slaw recipe,shredded bbq chicken slider with creamy coleslaw recipe
87,ancho chicken tortilla soup ancho chicken tortilla soup feel good favorite cozy meal,ancho chicken tortilla soup is a feel-good favorite cozy meal
99,best super bowl commercial year bridgestone beaver,Top Super Bowl Commercial of the Year by Bridgestone Featuring a Beaver
63,justin bieber jon stewart exchange role mtv news quote day,Justin Bieber and Jon Stewart exchanged roles on MTV News' quote day.
19,read spending hvagents info,Access spending information from hvagents.
60,southwest fly fishing magazine,southwest-based fly fishing magazine
60,yell cast jr hartley ad digital era author search fly fishing book dj,"Author Search in the Digital Era: Fly Fishing Book by Yell Cast Jr., Hartley AD and DJ"
79,news growing anti regime protest spread yemen,News of growing anti-regime protests is spreading across Yemen.
19,gov cuomo budget propsal slash nyc york city facing billion hit result,"gov cuomo's budget proposal slashes funding for nyc york city, resulting in a billion-dollar hit"
94,race santa anita friday horse betting money race santa anita park friday janu,"Horse racing events at Santa Anita Park on Friday involve betting and monetary transactions, with similar races occurring at Santa Anita on Friday in January."
97,academic merit scholarship melbourne institute business technology indonesia beasiswa,A scholarship for academic merit at the Melbourne Institute of Business and Technology in Indonesia is referred to as beasiswa.
95,facebook privacy setting user,User of Facebook's privacy settings
20,taco bell fight beef lawsuit taco bell launching advertising campaign today fight,taco bell is fighting a beef lawsuit and launching an advertising campaign today
87,chicken rice melange recipe chicken recipe cooking,"A chicken rice melange dish recipe, including cooking instructions for a chicken-based preparation."
96,mnh photo sundance film festival,A photo from MNH at the Sundance Film Festival
104,texting working shouldn text driving talk cell phone argue dog,Texting while driving shouldn't be done; talking on a cell phone and arguing with a dog are also issues.
60,bass pro shop rapala pro bass fishing rod peripheral rapala pro bass fishing rod peripheral list,Bass Pro Shop provides a list of Rapala Pro Bass Fishing Rod peripherals.
60,wild sport fishing sailfish mutton grouper shark wild sport fishing,"Wild sport fishing includes sailfish, mutton grouper, shark, and wild sport fishing."
79,yemen president ali abdullah saleh quit,Yemen's president Ali Abdullah Saleh resigned.
104,reading learn well knew dont text drive time donttextdrive,Don't text while driving; reading learn well knew time donttextdrive
49,wisconsin detector law family duplex,wisconsin's detector law for family duplexes
99,waiting tasteless violent pepsi tribute ronald reagan commercial superbowl,A waiting tasteless violent Pepsi tribute to Ronald Reagan's Super Bowl commercial
87,salty bacon creamy avocado succulent chicken classic delicious salad,"Bacon with a salty flavor, creamy avocado, juicy chicken, and a classic, delicious salad"
88,oscar nomination nolan snubbed king speech roll washington post,oscar nomination nolan snubbed king speech roll washington post
88,imdb firth portman king speech triumph sag award,IMDb reported Colin Firth and Natalie Portman's success at the SAG Awards for their performances in 'The King's Speech'.
60,news fishing derby today lake neshonoc west salem friend lake neshonoc ice day fishing der,Today's news features a fishing derby at Lake Neshonoc in West Salem with a friend and ice day fishing at Lake Neshonoc.
66,cpj egypt instigates medium blackout police target journalist,cpj egypt incites a medium blackout with police targeting a journalist
55,love finding stuff acai berry juice drinking weight loss lookin sally,"Love discovering items like acai berry juice, drinking for weight loss, and lookin sally."
79,thousand yemeni call president quit thousand yemeni demonstrated capital thursday,"A thousand Yemenis called on the president to quit, and another thousand Yemenis demonstrated in the capital on Thursday."
55,acai berry supplement help weight loss bamadems reason acai ambria dealcenter,"Acai berry supplement aids weight loss, Bamadems reason for Acai Ambria via Dealcenter."
72,doesn kim kardashian,don kim kardashian
99,bud light good start superbowl,good start for bud light at the superbowl
55,health acai berry effective colon cleanse ingredient acai berry rightly desc,Acai berry health ingredient effective colon cleanse description rightly acai berry
82,michael johnston colorado legislator state tuition illegal immigrant proposed necn,Colorado legislator Michael Johnston proposed state tuition for illegal immigrants through necn.
82,splc report examines motivation effect anti immigrant law local state level immigration,A report by SPLC examines the motivation effect of anti-immigrant laws at the local and state levels of immigration.
75,case missed christina aguilera butchered national anthem,Christina Aguilera's performance of the national anthem was criticized as a missed case.
108,identity theft cost infographic online fraud crime rise mo,An infographic on identity theft costs in online fraud and crime shows a rise in mo.
106,potential replacement steve job tech idea steve job absent app,A potential replacement for the tech idea of steve job when he is absent from the app.
104,teen told wont text drive donor yeah sad reading photo caption choked,"A teenager was informed they couldn't send a text while driving the donor's vehicle, which made them sad upon reading the photo caption and caused them to choke."
81,apple account percent smartphone market profit,Apple's smartphone market profit accounts for a percentage.
27,energy conservation tip south hill electric heating cooling,A South Hill energy conservation tip for electric heating and cooling.
25,ventura strike lawsuit tsa iavian,A strike lawsuit by Ventura against TSA involving Iavian.
14,bishop exorcist praise exorcism movie catholic culture washington postbishop exorcist praise exorci,a bishop exorcist praised an exorci movie linked to catholic culture according to the washington post
104,going text driving,text driving is moving
72,kardashian love yu sooooo,kardashian really loves yu sooooo
75,christina aguilera mess national anthem super bowl,christina aguilera made a mess during her performance of the national anthem at super bowl
104,florida car accident attorney texting ban state road safer,florida's car accident attorneys advocate for texting bans on state roads to enhance safety
97,postdoctoral fellowship cancer duke university usa beasiswa scholarship,A postdoctoral fellowship in cancer research at Duke University in the USA provides a scholarship known as beasiswa.
60,fishing spot small fish soft bait,Fishing location features small fish and soft bait.
88,king speech oscar nomination ridiculous state union isn till tonight,"A King's speech Oscar nomination is ridiculous, and the state union isn't until tonight."
99,ffing football watching commercial st half doritos bridgestone faves superbowl,"Ffing football watching commercial during the second half featuring Doritos and Bridgestone, which were favorites at the Super Bowl."
19,cuomo budget reading quick takeaway doesn recommend closing,A quick takeaway from Cuomo's budget reading is not recommending closure.
71,djokovic win second set leading stage murray mum shell shocked,"djokovic secured victory in the second set, leaving murray and his mother stunned"
75,christina aguilera defends fumbling national anthem super bowl,christina aguilera defends her fumbling of the national anthem at the super bowl
84,press release nocsae urge parent athlete fact concussion football,a press release from nocsae urges parent athletes to consider the facts regarding concussions in football
56,venezuela chavez enemy golf,venezuela's chavez: enemy golf
99,inproductive minute brilliant volkswagen commercial aired superbowl trekkie,"A minute-long superbowl commercial by Volkswagen was aired, which was inproductive and featured a brilliant trekkie."
99,volkswagen darth vader commercial good bet super bowl wager,volkswagen's darth vader commercial offers a solid wager for super bowl betting
99,commercial going sunday super bowl favorite word beetle superbowl,A commercial scheduled for Sunday's Super Bowl features 'beetle' as the favorite word.
96,post celebrity news chelsea handler recount sundance weekend kendra wilkinson hugh hefner,Chelsea Handler recounts celebrity news from the Sundance weekend involving Kendra Wilkinson and Hugh Hefner.
79,thousand rally government yemen breaking,A thousand people are rallying against the government in Yemen.
66,abc news compiled list journalist threatened attacked detained egypt,abc news created a compilation of events involving a journalist threatened attacked and detained in egypt
97,winning scholarship college third edition in college scholarship auction ebay,third edition college scholarship winning in ebay auction
88,blog post oscar nomination nominee announced king speech nomination,A blog post announced the Oscar nomination of the King's Speech nominee.
84,nytimessports oversight group vow pursue update football helmet standard,The nytimesports oversight group has committed to pursuing an update of the football helmet standard.
22,georgia official praise judge ruling health care law fight,An official from Georgia commended the judicial decision regarding the healthcare law dispute.
99,audi dream superbowl commercial,audi's dream superbowl commercial
22,judge obama health overhaul ap,Assess Obama's health overhaul AP
88,oscar nomination king speech well worth euro afternoon,The king's speech at the Oscar nomination was well worth the euro in the afternoon.
95,facebook adding full http support website secure user fb,facebook implementing full http protocol on its website for secure user access via fb
106,investor advisory firm call apple disclose ceo succession plan concern health apple chief,An investor advisory firm called on Apple to disclose its CEO succession plan amid concerns about the health of the company's chief executive.
99,decide win hyper masculine super bowl audience doritos super bowl ad,Determine how to win by creating a hyper-masculine Super Bowl ad targeting Doritos' audience.
60,toyota texas bass classic continue support texas park wildlife department athens toyota texas,"The Toyota Texas Bass Classic continues its support through the Texas Park Wildlife Department in Athens, Toyota, Texas."
45,thing social medium revolution enticing idea,An enticing concept within the social medium revolution
22,reason federal judge individual mandate health care overhaul declared void obamacare,"A federal judge declared that the individual mandate within the healthcare overhaul was void, referring to it as Obamacare."
85,best buy buy program don upgrade major electronic equipment,best buy's buy program offers no upgrades for major electronic equipment
99,justin bieber roseanne barr super bowl ad wacky bunch superbowl commercial,justin bieber and roseanne barr appeared in a super bowl ad featuring the wacky bunch as part of a superbowl commercial
62,venti trenta starbuck ounce supersize offer crazy fb,Starbucks offers a venti trenta ounce supersize deal that's crazy fb
60,annual ice fishing extravaganza draw hundred annual jig ice fishing extravaganza held wee,An annual ice fishing extravaganza with a hundred draws and an annual jig ice fishing extravaganza held in the wee.
87,learning recipe doesn cream potato soup cream chicken soup,learning a recipe for potato soup with cream and chicken soup with cream
14,battle exorcism movie rite exorcism hmmm read find care weigh,"Consider the movie 'Battle Exorcism' and 'Rite Exorcism' â€?hmmm, read to find care in weighing."
20,hey surplus population lawsuit taco bell claim meat mixture beef,hey the surplus population lawsuit involves taco bell's claim that the meat mixture contains beef
104,good app called auto text reply will auto text office car angel pledge don text drive,"A beneficial application named Auto Text Reply automatically sends messages to the office, car, angel, pledge, don, and drive."
62,starbucks cup hold entire bottle wine,a starbucks cup capable of holding an entire bottle of wine
60,gallon fish tank rutherfordton gallon fish tank bought year didnt long month,A gallon fish tank in Rutherfordton was bought a year ago but wasn't kept for longâ€”perhaps only a month.
80,fast food caught immigration crosshairs los angeles dallas reuters chipotle mexican grill lot,"Chipotle Mexican Grill in Los Angeles and Dallas faces scrutiny over immigration issues, according to Reuters."
99,favorite superbowl ad pepsi max,top super bowl commercial by pepsi max
104,don text drive hey easily turn goodbye,"Don text drive: hey, easily turn goodbye."
95,facebook privacy setting user,User of Facebook's privacy settings
97,undergraduate scholarship university ontario institute technology uoit canada beasiswa,An undergraduate scholarship at University Ontario Institute of Technology (UOIT) in Canada provides beasiswa.
90,hurriyet turkish center help workplace bullying victim return job market,hurriyet turkish center assists workplace bullying victims in returning to the job market
75,christina aguilera messed national anthem super bowl xlv dep,christina aguilera performed national anthem at super bowl xlv with issues
60,proper fishing tackle catch fish dream,Catch fish in a dream using proper fishing tackle.
61,summit obama praised china reducing tension korea china deal nk shelling,"At the summit, Obama commended China for easing tensions with Korea through a China-Korea agreement and addressing North Korean shelling."
108,identity theft cost infographic,A visual representation of the financial impact of identity theft.
99,audi luxury prison break super bowl commercial,Audi's luxury vehicle appears in a Super Bowl commercial featuring a prison break theme.
20,taco bell beef meat qualify taco filling yikes,Taco Bell's beef meat qualifies as a taco fillingâ€”yikes!
79,yemen pres salih will seek term step egypt pres mubarak,"Yemen's president Salih will attempt to take a term step, with Egypt's president Mubarak."
84,testing track student recovery sport concussion milford daily news,The Milford Daily News covers student concussion recovery in sports through testing and tracking.
66,journalist beaten threatened egypt,A journalist was physically assaulted and faced threats in Egypt.
19,assessing cuomo effort cut york medicaid budget,Evaluating Cuomo's actions to reduce New York's Medicaid budget
104,texting driving pledge ive close wresting median interstate,A texting while driving pledge involves close proximity to wrestling the median on an interstate.
87,chicken parm classic comfort food katie lee share recipe add garlic bread good measure anyon,"A classic comfort food recipe for chicken parm, shared by Katie Lee, includes adding garlic bread and a good measure of anyon."
25,wonder young man pant tsa,a wonder young man pant tsa
98,scary cyclone yasi compare latest news queensland flood news au,Compare current updates on Queensland flood situations with information about the scary cyclone Yasi from news.au
99,youtube chili pepsi max super bowl commercial pepsi max super bowl commercial jamaal al din nfl,youtube features a pepsi max super bowl commercial starring jamaal al din of the nfl and including chili
59,glenn beck post biggest rating drop cable news january fb,"In January, Glenn Beck faced his show's largest ratings drop on cable news according to fb."
65,michelle obama coming atlanta lady discus childhood obesity atl,michelle obama arrives in atlanta for a discussion on childhood obesity with a lady and 'atl'
95,facebook privacy setting user,User of Facebook's privacy settings
75,celebrity butchering national anthem digg christina aguilera flawlessly sung national anthem,a celebrity's botched national anthem versus christina aguilera's flawlessly sung national anthem on digg
22,judge toss health care reform law federal judge ruled president obama sweep cnn,A federal judge tossed the health care reform law; President Obama was swept by CNN.
104,seth godin texting working shouldn text driving talk cell phone argue wit,Seth Godin argues that texting while driving isn't effective and talking on a cell phone should be avoided.
72,fave kardashian phillyblack fuckin hate khloe kardashian,Fave Kardashian Phillyblack fuckin hate Khloe Kardashian
